630-00 ,DEIXAR REDUZIR VELOCIDADE NAS VIAS RURAIS CUJA FAIXA DOMINIO NAO ESTEJA CERCADA 
631-90 ,DEIXAR DE REDUZIR A VELOCIDADE NOS TRECHOS EM CURVA DE PEQUENO RAIO 
632-70 ,DEIXAR DE REDUZIR VELOC AO APROXIMAR LOCAL SINALIZ ADVERT DE OBRAS/TRABALHADORES 
633-50 ,DEIXAR DE REDUZIR A VELOCIDADE SOB CHUVA/NEBLINA/CERRACAO/VENTOS FORTES 
634-30 ,DEIXAR DE REDUZIR A VELOCIDADE QUANDO HOUVER MA VISIBILIDADE 
635-10 ,DEIXAR DE REDUZIR VELOC QDO PAVIMENTO SE APRESENTAR ESCORREG/DEFEITUOSO/AVARIADO 
636-00 ,DEIXAR DE REDUZIR A VELOCIDADE A APROXIMACAO DE ANIMAIS NA PISTA 
637-80 ,"DEIXAR DE REDUZIR A VELOCIDADE DE FORMA COMPATIVEL COM A SEGURANCA, EM DECLIVE "
638-60 ,DEIXAR DE REDUZIR VELOC DE FORMA COMPATIVEL C/ SEGURANCA AO ULTRAPASSAR CICLISTA 
639-41 ,DEIXAR DE REDUZIR A VELOCIDADE NAS PROXIMIDADES DE ESCOLAS 
639-42 ,DEIXAR DE REDUZIR A VELOCIDADE NAS PROXIMIDADES DE HOSPITAIS 
639-43 ,DEIXAR DE REDUZIR VELOC NA PROXIM ESTACAO EMBARQUE/DESEMBARQUE PASSAGEIROS 
639-44 ,DEIXAR DE REDUZIR VELOC ONDE HAJA INTENSA MOVIMENTACAO DE PEDESTRES 
640-80 ,PORTAR NO VEICULO PLACAS DE IDENTIFICACAO EM DESACORDO C/ ESPECIF/MODELO CONTRAN 
641-60 ,CONFEC/DISTRIBUIR/COLOCAR VEIC PROPRIO/TERCEIRO PLACA IDENTIF DESACORDO CONTRAN 
642-40 ,DEIXAR DE MANTER LIGADO EM EMERG SIST ILUM VERMELHA INTERMITENTE AINDA Q PARADO 
643-21 ,TRANSITAR COM FAROL DESREGULADO PERTURBANDO VISAO OUTRO CONDUTOR 
643-22 ,TRANSITAR COM O FACHO DE LUZ ALTA PERTURBANDO VISAO OUTRO CONDUTOR 
644-00 ,FAZER USO DO FACHO DE LUZ ALTA DOS FAROIS EM VIAS PROVIDAS DE ILUMINACAO PUBLICA 
645-91 ,DEIXAR DE SINALIZAR VIA P/ TORNAR VISIVEL LOCAL QDO TIVER REMOVER VEIC DA PISTA 
645-92 ,DEIXAR DE SINALIZAR A VIA P/ TORNAR VISIVEL O LOCAL QDO PERMANECER ACOSTAMENTO 
646-70 ,DEIXAR DE SINALIZAR A VIA P/ TORNAR VISIVEL O LOCAL QDO A CARGA FOR DERRAMADA 
647-50 ,DEIXAR DE RETIRAR QUALQUER OBJETO UTILIZADO PARA SINALIZACAO TEMPORARIA DA VIA 
648-30 ,USAR BUZINA QUE NAO A DE TOQUE BREVE COMO ADVERTENCIA A PEDESTRE OU CONDUTORES 
649-10 ,USAR BUZINA PROLONGADA E SUCESSIVAMENTE A QUALQUER PRETEXTO 
650-50 ,USAR BUZINA ENTRE AS VINTE E DUAS E AS SEIS HORAS 
651-30 ,USAR BUZINA EM LOCAIS E HORARIOS PROIBIDOS PELA SINALIZACAO 
